time-point	#client-msg	#server-msg	client-bytes	server-bytes	avg-client-bytes	avg-server-bytes
2018-02-08 17:36:28	37	20	709	2244	19.16	112.20	0699	16	move	dead
2018-02-08 17:36:29	36	20	660	1668	18.33	83.40	0700	16	move	dead
2018-02-08 17:36:30	37	20	709	1444	19.16	72.20	0701	16	move	dead
2018-02-08 17:36:31	34	20	690	1604	20.29	80.20	0702	16	move	dead
2018-02-08 17:36:32	36	20	708	1956	19.67	97.80	0703	16	move	dead
2018-02-08 17:36:33	35	19	659	2051	18.83	107.95	0704	16	move	dead
2018-02-08 17:36:34	35	22	659	5254	18.83	238.82	0705	16	move	dead
2018-02-08 17:36:35	36	20	676	4068	18.78	203.40	0706	15	move	dead
2018-02-08 17:36:36	34	20	674	1572	19.82	78.60	0707	15	move	dead
2018-02-08 17:36:37	34	20	674	1604	19.82	80.20	0708	15	move	dead
2018-02-08 17:36:38	37	20	709	1156	19.16	57.80	0709	15	move	dead
2018-02-08 17:36:39	35	20	643	1316	18.37	65.80	0710	15	storm	dead
2018-02-08 17:36:40	33	20	625	1700	18.94	85.00	0711	15	storm	dead
2018-02-08 17:36:41	35	21	739	1829	21.11	87.10	0712	14	storm	dead
2018-02-08 17:36:42	36	20	900	1860	25.00	93.00	0713	14	storm	dead
2018-02-08 17:36:43	37	22	725	2934	19.59	133.36	0714	14	storm	dead
2018-02-08 17:36:44	39	24	791	3576	20.28	149.00	0715	14	storm	dead
2018-02-08 17:36:45	37	20	725	1540	19.59	77.00	0716	14	move	dead
2018-02-08 17:36:46	33	20	657	2436	19.91	121.80	0717	14	move	dead
2018-02-08 17:36:47	35	21	723	2341	20.66	111.48	0718	14	move	dead
2018-02-08 17:36:48	36	20	708	1796	19.67	89.80	0719	14	move	dead
2018-02-08 17:36:49	34	20	642	2452	18.88	122.60	0720	14	move	dead
2018-02-08 17:36:50	34	20	658	2756	19.35	137.80	0721	14	move	dead
2018-02-08 17:36:51	36	20	740	2052	20.56	102.60	0722	14	storm	dead
2018-02-08 17:36:52	39	20	743	3332	19.05	166.60	0723	14	move	dead
2018-02-08 17:36:53	41	20	761	2948	18.56	147.40	0724	14	move	dead
2018-02-08 17:36:54	40	20	728	1844	18.20	92.20	0725	14	move	dead
2018-02-08 17:36:55	37	19	693	1491	18.73	78.47	0726	14	move	dead
2018-02-08 17:36:56	35	20	659	1636	18.83	81.80	0727	14	move	dead
2018-02-08 17:36:57	35	20	691	1620	19.74	81.00	0728	14	move	dead
2018-02-08 17:36:58	37	20	693	1652	18.73	82.60	0729	14	move	dead
2018-02-08 17:36:59	35	20	659	1508	18.83	75.40	0730	14	move	dead
2018-02-08 17:37:00	34	20	626	1908	18.41	95.40	0731	14	move	dead
2018-02-08 17:37:01	35	20	707	1604	20.20	80.20	0732	14	move	dead
2018-02-08 17:37:02	35	20	675	1876	19.29	93.80	0733	14	move	dead
2018-02-08 17:37:03	35	20	691	1892	19.74	94.60	0734	14	move	dead
2018-02-08 17:37:04	36	20	676	1604	18.78	80.20	0735	13	move	dead
2018-02-08 17:37:05	34	20	674	1604	19.82	80.20	0736	13	move	dead
2018-02-08 17:37:06	35	20	659	2196	18.83	109.80	0737	13	move	dead
2018-02-08 17:37:07	36	21	708	2933	19.67	139.67	0738	13	move	dead
2018-02-08 17:37:08	35	20	675	1924	19.29	96.20	0739	13	move	dead
2018-02-08 17:37:09	36	20	676	1860	18.78	93.00	0740	13	move	dead
2018-02-08 17:37:10	35	20	675	2196	19.29	109.80	0741	13	move	dead
2018-02-08 17:37:11	37	19	709	1891	19.16	99.53	0742	13	move	dead
2018-02-08 17:37:12	35	20	659	1924	18.83	96.20	0743	13	move	dead
2018-02-08 17:37:13	36	20	692	1796	19.22	89.80	0744	13	move	dead
2018-02-08 17:37:14	38	20	710	2052	18.68	102.60	0745	13	move	dead
2018-02-08 17:37:15	36	20	756	1988	21.00	99.40	0746	13	move	dead
2018-02-08 17:37:16	37	20	693	1652	18.73	82.60	0747	13	move	dead
2018-02-08 17:37:17	35	20	755	1764	21.57	88.20	0748	13	move	dead
2018-02-08 17:37:18	36	20	692	1636	19.22	81.80	0749	13	move	dead
2018-02-08 17:37:19	38	20	710	1748	18.68	87.40	0750	13	move	dead
2018-02-08 17:37:20	37	20	741	1620	20.03	81.00	0751	13	move	dead
2018-02-08 17:37:21	35	20	1331	2532	38.03	126.60	0752	13	move	dead
2018-02-08 17:37:22	35	20	691	2084	19.74	104.20	0753	13	move	dead
2018-02-08 17:37:23	39	20	727	2084	18.64	104.20	0754	13	move	dead
2018-02-08 17:37:24	40	20	744	3364	18.60	168.20	0755	13	move	dead
2018-02-08 17:37:25	41	20	761	2948	18.56	147.40	0756	13	move	dead
2018-02-08 17:37:26	40	20	760	3524	19.00	176.20	0757	13	move	dead
2018-02-08 17:37:27	41	20	761	3684	18.56	184.20	0758	13	move	dead
2018-02-08 17:37:28	40	19	744	2675	18.60	140.79	0759	13	move	dead
2018-02-08 17:37:29	40	21	776	2901	19.40	138.14	0760	13	move	dead
2018-02-08 17:37:30	39	19	743	2515	19.05	132.37	0761	13	move	dead
2018-02-08 17:37:31	43	21	811	2549	18.86	121.38	0762	13	move	dead
2018-02-08 17:37:32	42	19	826	2739	19.67	144.16	0763	13	move	dead
2018-02-08 17:37:33	38	20	694	2452	18.26	122.60	0764	13	move	dead
2018-02-08 17:37:34	36	20	740	2532	20.56	126.60	0765	13	move	dead
2018-02-08 17:37:35	37	20	693	2148	18.73	107.40	0766	13	move	dead
2018-02-08 17:37:36	36	20	708	2516	19.67	125.80	0767	13	move	dead
2018-02-08 17:37:37	35	20	691	1796	19.74	89.80	0768	13	move	dead
2018-02-08 17:37:38	37	20	693	2148	18.73	107.40	0769	13	move	dead
2018-02-08 17:37:39	37	20	757	2404	20.46	120.20	0770	13	move	dead
2018-02-08 17:37:40	35	20	755	2484	21.57	124.20	0771	13	move	dead
2018-02-08 17:37:41	38	20	726	2244	19.11	112.20	0772	13	move	dead
2018-02-08 17:37:42	36	20	868	2884	24.11	144.20	0773	13	move	dead
2018-02-08 17:37:43	40	21	792	3013	19.80	143.48	0774	13	move	dead
2018-02-08 17:37:44	43	21	811	3269	18.86	155.67	0775	13	move	dead
2018-02-08 17:37:45	42	20	794	2900	18.90	145.00	0776	13	move	dead
2018-02-08 17:37:46	40	20	776	2724	19.40	136.20	0777	13	move	dead
2018-02-08 17:37:47	40	20	760	2852	19.00	142.60	0778	13	move	dead
2018-02-08 17:37:48	37	20	693	2772	18.73	138.60	0779	13	storm	dead
2018-02-08 17:37:49	36	20	676	3044	18.78	152.20	0780	13	storm	dead
2018-02-08 17:37:50	38	19	694	3027	18.26	159.32	0781	13	storm	dead
2018-02-08 17:37:51	37	21	693	3173	18.73	151.10	0782	13	storm	dead
2018-02-08 17:37:52	36	21	692	4357	19.22	207.48	0783	13	storm	dead
2018-02-08 17:37:53	38	20	710	3620	18.68	181.00	0784	13	storm	dead
2018-02-08 17:37:54	37	19	709	3139	19.16	165.21	0785	13	storm	dead
2018-02-08 17:37:55	39	21	727	3189	18.64	151.86	0786	13	storm	dead
2018-02-08 17:37:56	35	19	659	2627	18.83	138.26	0787	13	storm	dead
2018-02-08 17:37:57	40	20	776	2804	19.40	140.20	0788	13	storm	dead
2018-02-08 17:37:58	39	20	743	2692	19.05	134.60	0789	13	storm	dead
2018-02-08 17:37:59	31	20	591	2548	19.06	127.40	0790	13	storm	dead
2018-02-08 17:38:00	32	20	640	2580	20.00	129.00	0791	13	storm	dead
2018-02-08 17:38:01	33	20	705	3668	21.36	183.40	0792	13	storm	dead
2018-02-08 17:38:02	35	21	707	3781	20.20	180.05	0793	13	storm	dead
2018-02-08 17:38:03	36	20	692	2996	19.22	149.80	0794	13	storm	dead
2018-02-08 17:38:04	34	20	642	2804	18.88	140.20	0795	13	storm	dead
2018-02-08 17:38:05	34	20	626	3124	18.41	156.20	0796	13	storm	dead
2018-02-08 17:38:06	36	20	676	2964	18.78	148.20	0797	13	storm	dead
2018-02-08 17:38:07	32	20	656	3060	20.50	153.00	0798	13	storm	dead
2018-02-08 17:38:08	30	20	574	2564	19.13	128.20	0799	12	storm	dead
2018-02-08 17:38:09	33	20	657	2692	19.91	134.60	0800	12	storm	dead
2018-02-08 17:38:10	31	20	607	2388	19.58	119.40	0801	12	storm	dead
2018-02-08 17:38:11	33	19	641	2435	19.42	128.16	0802	12	storm	dead
2018-02-08 17:38:12	36	21	692	2469	19.22	117.57	0803	12	storm	dead
2018-02-08 17:38:13	41	20	761	3172	18.56	158.60	0804	12	storm	dead
2018-02-08 17:38:14	36	19	676	2707	18.78	142.47	0805	12	storm	dead
2018-02-08 17:38:15	32	20	624	2340	19.50	117.00	0806	12	storm	dead
2018-02-08 17:38:16	31	20	623	2244	20.10	112.20	0807	12	storm	dead
2018-02-08 17:38:17	37	20	725	2260	19.59	113.00	0808	12	storm	dead
2018-02-08 17:38:18	32	20	624	2324	19.50	116.20	0809	12	storm	dead
2018-02-08 17:38:19	34	20	642	2708	18.88	135.40	0810	12	storm	dead
2018-02-08 17:38:20	33	20	641	2500	19.42	125.00	0811	11	storm	dead
2018-02-08 17:38:21	36	20	708	2900	19.67	145.00	0812	11	storm	dead
2018-02-08 17:38:22	38	20	710	2948	18.68	147.40	0813	11	storm	dead
2018-02-08 17:38:23	35	20	691	2644	19.74	132.20	0814	11	storm	dead
2018-02-08 17:38:24	34	20	642	2388	18.88	119.40	0815	11	storm	dead
2018-02-08 17:38:25	35	20	659	2564	18.83	128.20	0816	11	storm	dead
2018-02-08 17:38:26	37	20	693	2548	18.73	127.40	0817	11	storm	dead
2018-02-08 17:38:27	31	20	639	2740	20.61	137.00	0818	11	storm	dead
2018-02-08 17:38:28	33	20	641	2756	19.42	137.80	0819	11	storm	dead
2018-02-08 17:38:29	34	20	626	2516	18.41	125.80	0820	11	storm	dead
2018-02-08 17:38:30	34	20	642	2276	18.88	113.80	0821	11	storm	dead
2018-02-08 17:38:31	33	20	641	2356	19.42	117.80	0822	11	storm	dead
2018-02-08 17:38:32	33	20	641	2404	19.42	120.20	0823	11	storm	dead
2018-02-08 17:38:33	38	19	710	2995	18.68	157.63	0824	11	storm	dead
2018-02-08 17:38:34	37	22	677	4422	18.30	201.00	0825	11	storm	dead
2018-02-08 17:38:35	38	19	710	3235	18.68	170.26	0826	11	storm	dead
2018-02-08 17:38:36	34	21	642	4421	18.88	210.52	0827	11	storm	dead
2018-02-08 17:38:37	31	19	607	3539	19.58	186.26	0828	11	storm	dead
2018-02-08 17:38:38	34	20	658	3716	19.35	185.80	0829	11	storm	dead
2018-02-08 17:38:39	36	20	660	3556	18.33	177.80	0830	11	storm	dead
2018-02-08 17:38:40	38	20	710	3044	18.68	152.20	0831	11	storm	dead
2018-02-08 17:38:41	40	20	744	2404	18.60	120.20	0832	11	storm	dead
2018-02-08 17:38:42	33	20	641	2244	19.42	112.20	0833	10	storm	dead
2018-02-08 17:38:43	23	19	663	2163	28.83	113.84	0834	10	storm	dead
2018-02-08 17:38:44	35	21	643	1893	18.37	90.14	0835	10	storm	dead
2018-02-08 17:38:45	33	23	673	7415	20.39	322.39	0836	storm	dead
2018-02-08 17:38:46	35	20	659	2372	18.83	118.60	0837	storm	dead
2018-02-08 17:38:47	35	20	691	1684	19.74	84.20	0838	storm	dead
2018-02-08 17:38:48	36	20	660	2148	18.33	107.40	0839	9	storm	dead
2018-02-08 17:38:49	36	20	692	2164	19.22	108.20	0840	8	storm	dead
2018-02-08 17:38:50	41	20	761	2132	18.56	106.60	0841	8	move	dead
2018-02-08 17:38:51	38	20	710	2228	18.68	111.40	0842	8	storm	dead
2018-02-08 17:38:52	36	23	724	7703	20.11	334.91	0843	7	move	dead
2018-02-08 17:38:53	37	21	1157	5909	31.27	281.38	0844	7	move	dead
2018-02-08 17:38:54	44	27	1020	9403	23.18	348.26	0845	7	move	dead
2018-02-08 17:38:55	37	24	725	7144	19.59	297.67	0846	7	move	dead
2018-02-08 17:38:56	40	20	744	2292	18.60	114.60	0847	7	move	dead
2018-02-08 17:38:57	39	20	743	2628	19.05	131.40	0848	7	storm	dead
2018-02-08 17:38:58	37	21	709	2229	19.16	106.14	0849	7	storm	dead
2018-02-08 17:38:59	35	20	659	2052	18.83	102.60	0850	7	move	dead
2018-02-08 17:39:00	33	20	625	2628	18.94	131.40	0851	7	storm	dead
2018-02-08 17:39:01	31	20	607	2260	19.58	113.00	0852	7	storm	dead
2018-02-08 17:39:02	33	20	689	1732	20.88	86.60	0853	7	move	dead
2018-02-08 17:39:03	33	20	673	1876	20.39	93.80	0854	7	move	dead
2018-02-08 17:39:04	32	20	624	2100	19.50	105.00	0855	7	move	dead
2018-02-08 17:39:05	31	20	607	1828	19.58	91.40	0856	7	move	dead
2018-02-08 17:39:06	33	20	641	1524	19.42	76.20	0857	7	storm	dead
2018-02-08 17:39:07	33	20	641	1780	19.42	89.00	0858	7	storm	dead
2018-02-08 17:39:08	35	20	675	2052	19.29	102.60	0859	7	storm	dead
2018-02-08 17:39:09	35	20	659	1876	18.83	93.80	0860	7	storm	dead
2018-02-08 17:39:10	34	20	658	1732	19.35	86.60	0861	7	storm	dead
2018-02-08 17:39:11	32	19	624	1875	19.50	98.68	0862	7	move	dead
2018-02-08 17:39:12	33	22	673	2214	20.39	100.64	0863	7	storm	dead
2018-02-08 17:39:13	34	20	642	1652	18.88	82.60	0864	7	storm	dead
2018-02-08 17:39:14	32	19	608	1747	19.00	91.95	0865	7	move	dead
2018-02-08 17:39:15	38	20	726	1892	19.11	94.60	0866	7	storm	dead
2018-02-08 17:39:16	38	20	710	1332	18.68	66.60	0867	7	move	dead
2018-02-08 17:39:17	38	20	726	2020	19.11	101.00	0868	7	move	dead
2018-02-08 17:39:18	39	20	711	2036	18.23	101.80	0869	7	storm	dead
2018-02-08 17:39:19	40	20	744	2164	18.60	108.20	0870	7	storm	dead
2018-02-08 17:39:20	38	20	710	2196	18.68	109.80	0871	7	move	dead
2018-02-08 17:39:21	37	20	709	2388	19.16	119.40	0872	7	storm	dead
2018-02-08 17:39:22	39	20	743	2180	19.05	109.00	0873	7	storm	dead
2018-02-08 17:39:23	33	20	609	2388	18.45	119.40	0874	7	move	dead
2018-02-08 17:39:24	36	20	708	2084	19.67	104.20	0875	7	move	dead
2018-02-08 17:39:25	35	20	659	1860	18.83	93.00	0876	7	move	dead
2018-02-08 17:39:26	37	20	709	1828	19.16	91.40	0877	7	move	dead
2018-02-08 17:39:27	35	20	675	2692	19.29	134.60	0878	7	move	dead
2018-02-08 17:39:28	32	19	688	2803	21.50	147.53	0879	7	bus	dead
2018-02-08 17:39:29	33	21	641	2533	19.42	120.62	0880	7	storm	dead
2018-02-08 17:39:30	34	20	642	2020	18.88	101.00	0881	7	move	dead
2018-02-08 17:39:31	41	20	777	2500	18.95	125.00	0882	7	storm	dead
2018-02-08 17:39:32	38	19	726	2099	19.11	110.47	0883	7	move	dead
2018-02-08 17:39:33	37	20	693	2452	18.73	122.60	0884	7	storm	dead
2018-02-08 17:39:34	40	20	744	2324	18.60	116.20	0885	7	storm	dead
2018-02-08 17:39:35	36	20	676	2340	18.78	117.00	0886	7	move	dead
2018-02-08 17:39:36	38	20	710	2276	18.68	113.80	0887	7	storm	dead
2018-02-08 17:39:37	40	20	760	2116	19.00	105.80	0888	7	move	dead
2018-02-08 17:39:38	43	20	795	1828	18.49	91.40	0889	7	move	dead
2018-02-08 17:39:39	41	20	745	2420	18.17	121.00	0890	7	move	dead
2018-02-08 17:39:40	34	20	642	2180	18.88	109.00	0891	7	move	dead
2018-02-08 17:39:41	31	20	591	1652	19.06	82.60	0892	7	move	dead
2018-02-08 17:39:42	40	20	760	1556	19.00	77.80	0893	7	move	dead
2018-02-08 17:39:43	40	20	728	1300	18.20	65.00	0894	7	storm	dead
2018-02-08 17:39:44	38	20	710	1652	18.68	82.60	0895	7	storm	dead
2018-02-08 17:39:45	33	21	833	4021	25.24	191.48	0896	7	move	dead
2018-02-08 17:39:46	31	20	623	1492	20.10	74.60	0897	7	move	dead
2018-02-08 17:39:47	35	20	675	1668	19.29	83.40	0898	7	storm	dead
2018-02-08 17:39:48	38	20	710	1892	18.68	94.60	0899	7	move	dead
2018-02-08 17:39:49	34	20	642	1924	18.88	96.20	0900	7	move	dead
2018-02-08 17:39:50	32	20	640	2276	20.00	113.80	0901	7	move	dead
2018-02-08 17:39:51	32	19	640	1875	20.00	98.68	0902	7	move	dead
2018-02-08 17:39:52	39	20	727	2548	18.64	127.40	0903	7	move	dead
2018-02-08 17:39:53	39	20	727	1988	18.64	99.40	0904	7	move	dead
2018-02-08 17:39:54	35	20	675	1540	19.29	77.00	0905	7	move	dead
2018-02-08 17:39:55	34	20	658	1508	19.35	75.40	0906	7	move	dead
2018-02-08 17:39:56	31	20	575	1764	18.55	88.20	0907	7	move	dead
2018-02-08 17:39:57	33	20	641	1572	19.42	78.60	0908	7	move	dead
2018-02-08 17:39:58	38	20	710	1412	18.68	70.60	0909	7	move	dead
2018-02-08 17:39:59	42	20	778	1428	18.52	71.40	0910	7	move	dead
2018-02-08 17:40:00	40	20	744	1236	18.60	61.80	0911	7	move	dead
2018-02-08 17:40:01	41	20	777	1156	18.95	57.80	0912	7	move	dead
2018-02-08 17:40:02	42	20	794	1476	18.90	73.80	0913	7	move	dead
2018-02-08 17:40:03	40	20	728	1572	18.20	78.60	0914	7	move	dead
2018-02-08 17:40:04	42	19	778	1331	18.52	70.05	0915	7	move	dead
2018-02-08 17:40:05	42	21	778	1493	18.52	71.10	0916	7	move	dead
2018-02-08 17:40:06	41	20	761	1156	18.56	57.80	0917	7	move	dead
2018-02-08 17:40:07	42	20	794	1124	18.90	56.20	0918	7	move	dead
2018-02-08 17:40:08	41	20	745	1044	18.17	52.20	0919	7	move	dead
2018-02-08 17:40:09	41	20	761	900	18.56	45.00	0920	7	move	dead
2018-02-08 17:40:10	40	19	744	1251	18.60	65.84	0921	7	move	dead
2018-02-08 17:40:11	31	21	591	1877	19.06	89.38	0922	7	move	dead
2018-02-08 17:40:12	34	19	674	1875	19.82	98.68	0923	7	move	dead
2018-02-08 17:40:13	39	20	727	2084	18.64	104.20	0924	7	move	dead
2018-02-08 17:40:14	40	20	728	2404	18.20	120.20	0925	7	bus	dead
2018-02-08 17:40:15	37	20	709	2244	19.16	112.20	0926	7	move	dead
2018-02-08 17:40:16	37	20	693	2324	18.73	116.20	0927	7	move	dead
2018-02-08 17:40:17	41	20	777	2516	18.95	125.80	0928	7	move	dead
2018-02-08 17:40:18	36	20	660	2660	18.33	133.00	0929	7	move	dead
2018-02-08 17:40:19	33	20	641	2180	19.42	109.00	0930	7	move	dead
2018-02-08 17:40:20	32	20	608	1780	19.00	89.00	0931	7	move	dead
2018-02-08 17:40:21	36	20	676	2292	18.78	114.60	0932	7	move	dead
2018-02-08 17:40:22	38	20	726	2868	19.11	143.40	0933	7	bus	dead
2018-02-08 17:40:23	39	20	743	3284	19.05	164.20	0934	7	move	dead
2018-02-08 17:40:24	35	20	643	3060	18.37	153.00	0935	7	move	dead
2018-02-08 17:40:25	33	20	625	3556	18.94	177.80	0936	7	move	dead
2018-02-08 17:40:26	34	20	642	3284	18.88	164.20	0937	7	move	dead
2018-02-08 17:40:27	35	19	691	2835	19.74	149.21	0938	7	move	dead
2018-02-08 17:40:28	33	21	625	3525	18.94	167.86	0939	7	move	dead
2018-02-08 17:40:29	34	19	642	3267	18.88	171.95	0940	7	move	dead
2018-02-08 17:40:30	35	21	659	3221	18.83	153.38	0941	7	move	dead
2018-02-08 17:40:31	32	19	640	3171	20.00	166.89	0942	7	move	dead
2018-02-08 17:40:32	32	20	624	3236	19.50	161.80	0943	7	move	dead
2018-02-08 17:40:33	31	20	575	3300	18.55	165.00	0944	7	move	dead
2018-02-08 17:40:34	32	20	624	3556	19.50	177.80	0945	7	move	dead
2018-02-08 17:40:35	39	20	727	4036	18.64	201.80	0946	7	move	dead
2018-02-08 17:40:36	40	20	744	3716	18.60	185.80	0947	7	move	dead
2018-02-08 17:40:37	34	20	674	3236	19.82	161.80	0948	7	move	dead
2018-02-08 17:40:38	40	20	728	2852	18.20	142.60	0949	7	move	dead
2018-02-08 17:40:39	41	20	761	2916	18.56	145.80	0950	7	move	dead
2018-02-08 17:40:40	39	20	727	2932	18.64	146.60	0951	7	move	dead
2018-02-08 17:40:41	38	20	710	2676	18.68	133.80	0952	7	move	dead
2018-02-08 17:40:42	37	20	709	2596	19.16	129.80	0953	7	move	dead
2018-02-08 17:40:43	36	20	660	3236	18.33	161.80	0954	7	move	dead
2018-02-08 17:40:44	33	20	641	3028	19.42	151.40	0955	7	move	dead
2018-02-08 17:40:45	33	20	641	2932	19.42	146.60	0956	7	move	dead
2018-02-08 17:40:46	33	19	801	3555	24.27	187.11	0957	7	move	dead
2018-02-08 17:40:47	36	20	724	3972	20.11	198.60	0958	7	move	dead
2018-02-08 17:40:48	41	20	761	3620	18.56	181.00	0959	7	move	dead
2018-02-08 17:40:49	41	20	761	3540	18.56	177.00	0960	7	move	dead
2018-02-08 17:40:50	41	20	761	3556	18.56	177.80	0961	7	move	dead
2018-02-08 17:40:51	35	20	659	3284	18.83	164.20	0962	7	storm	dead
2018-02-08 17:40:52	31	20	655	3540	21.13	177.00	0963	7	move	dead
2018-02-08 17:40:53	38	20	710	3236	18.68	161.80	0964	7	move	dead
2018-02-08 17:40:54	36	20	692	3588	19.22	179.40	0965	7	move	dead
2018-02-08 17:40:55	38	20	710	3092	18.68	154.60	0966	7	move	dead
2018-02-08 17:40:56	33	20	641	2868	19.42	143.40	0967	7	move	dead
2018-02-08 17:40:57	33	20	641	2452	19.42	122.60	0968	7	move	dead
2018-02-08 17:40:58	37	20	693	2276	18.73	113.80	0969	7	move	dead
2018-02-08 17:40:59	32	20	624	1860	19.50	93.00	0970	7	move	dead
2018-02-08 17:41:00	31	20	607	2276	19.58	113.80	0971	7	move	dead
2018-02-08 17:41:01	34	20	658	2708	19.35	135.40	0972	7	move	dead
2018-02-08 17:41:02	39	20	743	2708	19.05	135.40	0973	7	move	dead
2018-02-08 17:41:03	38	20	710	2500	18.68	125.00	0974	7	move	dead
2018-02-08 17:41:04	37	20	693	2020	18.73	101.00	0975	7	move	dead
2018-02-08 17:41:05	37	20	677	2548	18.30	127.40	0976	7	move	dead
2018-02-08 17:41:06	39	20	743	2292	19.05	114.60	0977	7	move	dead
2018-02-08 17:41:07	40	20	760	2452	19.00	122.60	0978	7	move	dead
2018-02-08 17:41:08	38	19	710	1619	18.68	85.21	0979	7	move	dead
2018-02-08 17:41:09	38	20	694	2372	18.26	118.60	0980	7	move	dead
2018-02-08 17:41:10	34	20	642	2260	18.88	113.00	0981	move	dead
2018-02-08 17:41:11	38	20	726	2004	19.11	100.20	0982	5	move	dead
2018-02-08 17:41:12	35	20	675	2052	19.29	102.60	0983	5	move	dead
2018-02-08 17:41:13	37	20	709	2580	19.16	129.00	0984	5	move	dead
2018-02-08 17:41:14	34	20	642	2948	18.88	147.40	0985	5	move	dead
2018-02-08 17:41:15	33	20	641	2308	19.42	115.40	0986	5	move	dead
2018-02-08 17:41:16	33	20	625	2260	18.94	113.00	0987	5	move	dead
2018-02-08 17:41:17	34	21	674	4485	19.82	213.57	0988	5	move	dead
2018-02-08 17:41:18	32	20	640	2836	20.00	141.80	0989	5	move	dead
2018-02-08 17:41:19	32	20	608	2468	19.00	123.40	0990	5	move	dead
2018-02-08 17:41:20	36	20	692	2900	19.22	145.00	0991	5	move	dead
2018-02-08 17:41:21	41	20	761	2852	18.56	142.60	0992	5	storm	dead
2018-02-08 17:41:22	40	20	760	3092	19.00	154.60	0993	5	storm	dead
2018-02-08 17:41:23	42	20	778	2420	18.52	121.00	0994	5	bus	dead
2018-02-08 17:41:24	38	20	694	2788	18.26	139.40	0995	5	move	dead
2018-02-08 17:41:25	39	19	727	2483	18.64	130.68	0996	5	move	dead
2018-02-08 17:41:26	35	20	707	2564	20.20	128.20	0997	5	bus	dead
2018-02-08 17:41:27	35	20	755	2820	21.57	141.00	0998	5	bus	dead
2018-02-08 17:41:28	40	20	760	2484	19.00	124.20	0999	5	move	dead
2018-02-08 17:41:29	42	20	794	2036	18.90	101.80	1000	5	move	dead
2018-02-08 17:41:30	37	20	677	2180	18.30	109.00	1001	5	storm	dead
2018-02-08 17:41:31	40	20	760	2084	19.00	104.20	1002	5	bus	dead
2018-02-08 17:41:32	41	20	777	2132	18.95	106.60	1003	5	move	dead
2018-02-08 17:41:33	38	20	726	2020	19.11	101.00	1004	5	move	dead
2018-02-08 17:41:34	22	18	454	1730	20.64	96.11	1005	5	storm	dead
2018-02-08 17:41:35	33	22	625	1958	18.94	89.00	1006	5	move	dead
2018-02-08 17:41:36	39	20	727	2036	18.64	101.80	1007	5	move	dead
2018-02-08 17:41:37	41	20	777	2260	18.95	113.00	1008	5	move	dead
2018-02-08 17:41:38	40	20	744	2276	18.60	113.80	1009	5	move	dead
2018-02-08 17:41:39	40	20	744	2260	18.60	113.00	1010	5	move	dead
2018-02-08 17:41:40	39	20	727	2116	18.64	105.80	1011	5	move	dead
2018-02-08 17:41:41	38	20	710	2084	18.68	104.20	1012	5	move	dead
2018-02-08 17:41:42	39	20	759	2388	19.46	119.40	1013	5	storm	dead
2018-02-08 17:41:43	39	19	727	2307	18.64	121.42	1014	5	storm	dead
2018-02-08 17:41:44	38	20	710	2180	18.68	109.00	1015	5	bus	dead
2018-02-08 17:41:45	37	20	693	2548	18.73	127.40	1016	5	bus	dead
2018-02-08 17:41:46	38	22	902	6166	23.74	280.27	1017	5	move	dead
2018-02-08 17:41:47	38	20	726	3988	19.11	199.40	1018	4	storm	dead
2018-02-08 17:41:48	40	20	744	2244	18.60	112.20	1019	4	move	dead
2018-02-08 17:41:49	41	20	761	1940	18.56	97.00	1020	4	move	dead
2018-02-08 17:41:50	38	20	710	2532	18.68	126.60	1021	4	move	dead
2018-02-08 17:41:51	38	20	694	2676	18.26	133.80	1022	4	move	dead
2018-02-08 17:41:52	40	20	776	3012	19.40	150.60	1023	4	storm	dead
2018-02-08 17:41:53	37	20	709	2292	19.16	114.60	1024	4	storm	dead
2018-02-08 17:41:54	40	20	744	1492	18.60	74.60	1025	4	storm	dead
2018-02-08 17:41:55	40	20	744	1956	18.60	97.80	1026	4	storm	dead
2018-02-08 17:41:56	39	20	711	1988	18.23	99.40	1027	4	storm	dead
2018-02-08 17:41:57	41	20	777	1652	18.95	82.60	1028	4	bus	dead
2018-02-08 17:41:58	39	20	743	1588	19.05	79.40	1029	4	bus	dead
2018-02-08 17:41:59	41	20	761	1540	18.56	77.00	1030	4	move	dead
2018-02-08 17:42:00	40	20	744	1924	18.60	96.20	1031	4	move	dead
2018-02-08 17:42:01	41	20	777	1252	18.95	62.60	1032	4	move	dead
2018-02-08 17:42:02	41	20	761	1028	18.56	51.40	1033	4	move	dead
2018-02-08 17:42:03	41	20	761	1140	18.56	57.00	1034	4	move	dead
2018-02-08 17:42:04	41	19	761	1411	18.56	74.26	1035	4	move	dead
2018-02-08 17:42:05	40	20	744	1572	18.60	78.60	1036	4	move	dead
2018-02-08 17:42:06	41	20	761	1572	18.56	78.60	1037	4	move	dead
2018-02-08 17:42:07	40	20	760	1764	19.00	88.20	1038	4	move	dead
2018-02-08 17:42:08	40	20	744	1508	18.60	75.40	1039	4	move	dead
2018-02-08 17:42:09	40	20	728	1540	18.20	77.00	1040	4	move	dead
2018-02-08 17:42:10	38	20	710	2004	18.68	100.20	1041	4	move	dead
2018-02-08 17:42:11	42	20	778	2228	18.52	111.40	1042	4	move	dead
2018-02-08 17:42:12	38	20	726	2164	19.11	108.20	1043	4	move	dead
2018-02-08 17:42:13	40	20	744	2116	18.60	105.80	1044	4	move	dead
